Unnamed: 0,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
34,GP,F,19,U,LE3,T,1,4,at_home,services,reputation,other,2,2,1,no,yes,no,no,yes,no,yes,no,5,3,3,1,1,4,1.0,10,10,11
35,GP,M,16,R,GT3,T,3,3,other,other,reputation,mother,3,1,0,yes,no,no,yes,yes,yes,no,yes,4,2,3,2,3,1,0.0,13,12,12
36,GP,M,15,U,GT3,T,2,4,at_home,health,home,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,1,3,2,1,5,1.0,14,13,14
37,MS,F,18,R,GT3,T,3,1,other,other,course,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,5,4,5.0,11,10,11
38,MS,F,15,R,GT3,T,2,1,other,other,course,father,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,4,5,1,1,3,3.0,15,14,15
39,GP,F,16,U,GT3,T,2,2,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,3,5,3,1,1,1,30.0,13,13,14
40,GP,F,15,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,8.0,11,11,11
41,GP,F,16,R,LE3,T,2,3,services,other,home,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,4,4,5,1,3,3,10.0,10,10,10
42,GP,F,15,U,LE3,T,3,1,at_home,other,home,father,2,1,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,1,2,5.0,0,11,11
43,GP,F,19,U,LE3,A,2,1,services,services,home,other,1,2,0,no,no,no,no,yes,yes,no,yes,3,5,3,1,4,3,4.0,13,14,15
44,GP,M,16,U,GT3,T,2,1,at_home,other,reputation,mother,1,2,0,yes,no,no,yes,yes,yes,yes,no,4,4,5,1,4,2,12.0,10,10,11
45,MS,F,17,R,GT3,T,1,1,other,other,other,mother,1,2,1,yes,yes,no,yes,yes,yes,yes,no,5,3,3,1,4,3,1.0,8,9,10
46,GP,M,16,U,GT3,T,2,3,at_home,services,reputation,mother,1,3,0,yes,yes,no,no,yes,yes,no,no,5,2,4,2,1,4,2.0,9,11,12
47,GP,M,17,U,GT3,T,1,1,other,other,home,father,1,2,0,yes,no,no,no,yes,yes,yes,no,4,2,2,2,4,5,1.0,11,11,12
48,GP,M,18,U,LE3,T,1,1,at_home,other,reputation,mother,1,4,1,yes,no,no,no,yes,yes,yes,no,4,4,2,1,1,1,5.0,9,9,8
49,GP,M,16,U,GT3,A,4,4,teacher,at_home,reputation,mother,2,2,0,yes,yes,no,no,yes,yes,yes,no,4,4,4,1,5,4,3.0,9,10,9
50,GP,F,16,U,GT3,T,4,4,teacher,health,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,2,4,2,2,4,1.0,14,15,16
51,GP,F,16,R,GT3,A,2,3,services,at_home,course,mother,3,1,0,no,yes,no,no,yes,yes,no,yes,3,2,3,1,1,5,2.0,12,13,12
52,GP,F,18,U,GT3,T,4,1,health,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,3,7.0,11,11,13
53,GP,F,15,U,LE3,T,4,4,health,services,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,5,2,4,5,1,2,5.0,14,17,17
54,GP,F,16,U,LE3,T,1,2,other,other,course,mother,2,1,0,no,yes,yes,no,yes,yes,no,yes,2,4,3,2,2,5,1.0,7,8,8
55,GP,M,19,U,LE3,T,4,3,other,other,home,other,1,3,1,yes,yes,no,no,yes,no,yes,no,5,3,5,1,2,5,5.0,10,11,11
56,GP,M,17,R,LE3,T,2,2,other,other,reputation,mother,4,2,0,yes,yes,no,yes,yes,yes,no,yes,5,2,5,3,4,3,0.0,14,16,15
57,GP,M,17,U,GT3,T,2,2,at_home,other,home,father,1,2,0,yes,yes,no,no,no,yes,yes,yes,4,5,5,1,1,3,1.0,13,13,14
58,GP,F,18,R,GT3,T,3,3,services,services,reputation,mother,1,2,0,yes,yes,no,no,yes,yes,yes,yes,3,3,3,1,4,5,1.0,14,13,12
59,GP,M,17,U,LE3,T,2,1,other,other,home,mother,1,2,0,yes,yes,no,no,yes,yes,no,yes,4,3,3,1,5,3,1.0,11,10,11
60,GP,F,17,U,GT3,T,1,1,at_home,other,home,father,1,4,0,no,yes,no,no,yes,yes,no,no,4,4,2,1,1,1,6.0,10,9,11
61,GP,F,18,U,GT3,T,1,2,at_home,services,home,father,1,2,0,no,no,no,no,yes,yes,yes,no,4,5,3,1,2,5,1.0,11,12,14
62,MS,F,17,R,GT3,T,2,3,other,at_home,course,mother,2,3,1,no,yes,no,yes,yes,yes,no,yes,5,5,3,1,1,1,6.0,9,10,11
63,MS,F,19,U,GT3,T,3,2,services,other,course,other,1,2,2,no,yes,no,no,yes,yes,yes,no,5,2,4,2,4,5,1.0,11,12,14
64,GP,F,15,U,LE3,T,0,1,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,no,no,4,3,3,3,1,3,1.0,13,14,14
65,GP,F,19,U,LE3,A,4,4,health,teacher,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,2,1,5,1.0,14,15,15
66,GP,M,15,U,GT3,T,1,2,other,services,reputation,mother,2,1,0,yes,no,no,yes,yes,yes,yes,no,3,4,2,1,1,2,11.0,13,12,12
67,GP,M,18,U,GT3,T,1,1,other,other,reputation,mother,1,3,0,yes,no,no,no,no,yes,yes,yes,4,2,3,2,4,1,1.0,14,13,14
68,GP,M,18,U,GT3,T,2,2,other,other,reputation,mother,1,2,0,yes,no,no,yes,yes,yes,yes,no,4,1,4,1,3,4,3.0,13,15,15
69,GP,F,16,U,LE3,T,4,3,teacher,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,1,3,4.0,10,9,10
70,GP,M,18,U,LE3,T,1,0,health,other,reputation,mother,1,1,0,yes,yes,no,yes,yes,yes,yes,yes,4,4,3,3,3,3,2.0,10,11,11
71,GP,F,15,U,GT3,T,4,4,health,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,5,3,3,2,1,5,3.0,13,13,14
72,GP,M,17,U,LE3,A,0,2,at_home,services,reputation,other,1,1,0,yes,no,no,yes,yes,yes,yes,no,4,4,2,1,1,2,6.0,14,15,16
73,GP,F,17,U,GT3,T,3,3,services,other,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,2,4.0,12,13,12
74,GP,M,17,U,GT3,T,4,4,services,other,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,5,3,3,1,5,1,9.0,12,12,12
75,MS,F,18,R,GT3,T,4,4,teacher,other,home,mother,3,3,0,no,yes,yes,no,no,yes,no,yes,5,3,4,1,3,1,3.0,10,8,9
76,GP,F,18,R,GT3,T,4,4,health,teacher,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,2,4,5,6.0,11,12,14
77,GP,M,15,R,LE3,T,1,2,at_home,other,home,mother,1,2,0,yes,no,no,no,yes,yes,yes,yes,4,3,3,1,3,4,5.0,12,12,13
78,MS,M,19,R,GT3,T,3,1,services,at_home,course,mother,2,2,0,yes,yes,no,no,yes,yes,no,yes,5,2,2,1,2,2,1.0,10,10,10
79,GP,F,16,U,GT3,T,1,1,other,other,home,mother,2,2,0,no,no,no,no,yes,yes,yes,no,2,2,4,1,1,2,1.0,12,12,13
80,GP,F,15,R,GT3,T,4,4,teacher,teacher,reputation,father,3,2,0,no,no,no,no,yes,yes,no,no,2,3,2,1,4,4,5.0,12,11,11
81,MS,F,18,R,GT3,T,2,2,at_home,other,reputation,other,2,1,1,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,1,5,5.0,10,10,11
82,GP,F,16,U,LE3,A,1,1,other,at_home,reputation,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,3,4.0,14,15,15
83,GP,M,15,U,GT3,T,2,1,other,other,course,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,3,1,3,1,1,3,15.0,8,9,9
84,GP,F,15,R,GT3,A,2,2,at_home,services,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,1,5,3,1,2,4.0,12,13,14
85,MS,M,16,U,GT3,T,4,3,teacher,other,course,father,1,3,0,yes,yes,no,no,yes,no,yes,yes,5,2,4,2,1,4,4.0,9,11,11
86,GP,M,18,U,GT3,T,3,1,other,services,reputation,father,2,2,0,yes,no,no,yes,yes,yes,yes,yes,4,1,5,1,1,4,1.0,11,9,11
87,GP,M,17,U,GT3,T,2,2,at_home,other,reputation,mother,1,2,0,yes,yes,no,no,no,yes,yes,yes,4,3,2,4,2,2,5.0,13,13,13
88,GP,M,17,U,GT3,T,3,3,teacher,services,course,mother,1,4,0,yes,no,no,yes,yes,yes,yes,no,4,1,3,1,3,5,14.0,14,13,13
89,MS,F,17,U,GT3,T,3,2,other,services,course,father,2,2,0,no,yes,no,yes,yes,no,yes,no,5,3,3,2,2,3,1.0,9,10,10
90,GP,F,17,R,GT3,T,2,2,services,services,home,father,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,5,2,3.0,14,13,14
91,MS,F,15,U,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,4,5,1,2,1,1.0,11,9,0
92,GP,F,16,U,GT3,A,4,3,teacher,other,home,father,1,2,0,no,no,no,no,yes,yes,yes,yes,4,3,2,1,1,4,6.0,10,12,14
93,GP,F,18,U,LE3,T,4,2,services,other,home,mother,1,4,0,no,no,no,yes,yes,yes,yes,yes,3,3,2,1,1,5,4.0,14,12,12
94,MS,F,17,R,LE3,T,2,2,other,services,other,father,2,3,3,no,yes,no,no,yes,no,no,no,3,4,1,1,4,3,2.0,8,7,8
95,GP,F,15,R,LE3,T,4,3,teacher,services,other,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,4,4,3,1,1,5,9.0,11,12,12
96,MS,F,17,U,GT3,T,3,2,services,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,4,2,5,2,5,5,11.0,12,13,14
97,MS,F,15,U,GT3,T,1,1,at_home,services,course,mother,3,2,0,no,yes,no,no,yes,yes,no,yes,4,5,3,2,1,5,0.0,16,15,16
98,GP,M,16,U,GT3,T,2,2,other,services,home,mother,1,2,0,yes,yes,no,yes,no,yes,yes,no,4,3,3,1,2,3,11.0,12,12,13
99,GP,M,15,U,GT3,T,4,4,other,at_home,course,mother,4,2,0,yes,no,no,no,yes,yes,yes,yes,4,5,3,1,1,2,2.0,12,12,12
100,GP,F,16,U,GT3,A,4,4,services,services,home,mother,3,3,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,1,1,4.0,14,15,16
101,MS,F,15,R,LE3,T,3,3,other,other,course,mother,2,1,0,no,no,no,no,yes,yes,yes,no,5,4,3,1,3,5,1.0,14,13,13
102,GP,M,15,U,GT3,T,2,1,services,other,course,mother,1,2,1,yes,yes,yes,yes,yes,yes,yes,yes,5,1,2,1,1,5,0.0,13,14,16
103,GP,M,17,U,GT3,T,4,2,services,other,course,mother,1,3,0,yes,yes,no,yes,yes,yes,no,no,1,1,3,1,3,4,8.0,12,13,13
104,GP,M,16,U,GT3,T,3,4,services,teacher,course,mother,2,2,0,yes,no,no,no,yes,yes,yes,yes,4,3,2,1,5,5,3.0,11,11,11
105,MS,F,16,U,GT3,T,3,3,services,other,course,mother,1,2,0,no,no,no,yes,yes,yes,no,no,4,3,2,1,1,4,0.0,7,8,8
106,GP,M,15,U,GT3,T,2,2,services,services,other,mother,1,4,0,yes,no,no,yes,yes,yes,no,no,5,3,2,1,1,5,1.0,10,8,9
107,GP,M,20,U,GT3,T,3,2,services,services,course,mother,1,2,1,yes,yes,no,yes,no,yes,yes,yes,5,3,2,1,1,5,5.0,9,9,9
108,MS,F,17,U,GT3,T,2,2,services,other,other,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,2,4,1,3,2,6.0,13,14,14
109,MS,M,20,U,GT3,T,1,2,health,other,other,other,1,1,1,yes,yes,no,yes,yes,no,yes,yes,4,4,3,1,2,4,5.0,4,0,0
110,GP,F,16,U,GT3,T,1,1,other,services,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2,2,2,1,1,1,0.0,12,11,12
111,GP,M,18,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,yes,no,no,yes,no,yes,yes,yes,4,3,3,2,1,2,1.0,13,13,13
112,GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,2,0,no,yes,no,yes,no,yes,no,yes,4,3,3,1,1,4,2.0,13,12,13
113,GP,M,18,U,GT3,T,3,3,services,other,course,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,4,5,5,1,3,2,3.0,12,12,13
114,GP,F,18,U,GT3,T,2,3,services,services,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,2,2,2,1,3,5.0,13,13,14
115,GP,F,18,U,GT3,T,1,1,at_home,other,reputation,father,3,2,0,no,yes,no,no,yes,yes,yes,no,3,4,5,1,3,1,10.0,13,14,15
116,MS,F,17,U,GT3,T,3,3,other,other,reputation,mother,1,1,0,yes,yes,no,yes,yes,yes,yes,no,4,3,1,1,3,3,1.0,16,17,18
117,GP,M,17,R,LE3,T,1,3,at_home,other,course,mother,3,4,0,yes,no,no,yes,yes,yes,yes,no,4,2,5,1,3,3,24.0,15,16,16
118,MS,F,15,R,GT3,T,1,1,services,services,course,mother,1,2,0,no,no,no,yes,yes,yes,no,yes,4,2,3,1,1,5,3.0,7,8,8
119,GP,M,17,R,LE3,A,1,1,at_home,other,reputation,mother,3,3,0,yes,no,no,yes,yes,yes,yes,no,4,3,1,1,2,5,9.0,14,13,13
120,GP,M,17,U,LE3,T,1,1,other,other,reputation,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,5,4,1,3,1,4.0,15,15,16
121,GP,F,18,U,GT3,T,4,2,at_home,other,reputation,father,1,1,0,no,yes,no,no,no,yes,yes,yes,4,5,4,1,2,3,9.0,16,16,17
122,GP,F,16,U,GT3,A,3,2,services,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,5,4,3,1,1,5,1.0,13,13,13
123,MS,M,16,U,LE3,T,4,3,teacher,other,reputation,mother,1,1,0,yes,yes,no,yes,no,yes,yes,no,4,4,2,2,3,2,6.0,7,7,8
124,GP,M,16,U,GT3,T,4,3,teacher,other,other,mother,3,1,0,yes,no,no,no,yes,yes,yes,no,5,4,2,1,4,1,0.0,8,8,10
125,MS,F,17,U,GT3,T,3,2,services,other,home,mother,1,2,1,yes,no,no,yes,yes,yes,no,no,4,3,2,1,4,5,0.0,8,7,0
126,GP,F,17,U,GT3,T,4,1,health,services,home,mother,2,1,0,no,yes,no,no,no,yes,yes,yes,4,2,5,1,2,5,6.0,13,11,11
127,GP,F,17,U,GT3,T,2,2,other,other,home,mother,1,4,0,no,no,no,no,no,yes,yes,no,5,3,2,1,3,2,0.0,11,12,13
128,GP,M,17,R,LE3,A,4,3,services,other,course,mother,1,3,0,yes,yes,no,yes,yes,yes,yes,yes,4,2,5,1,1,5,0.0,9,10,11
129,GP,F,18,U,GT3,A,3,3,services,services,reputation,mother,1,1,0,yes,yes,no,no,yes,yes,yes,no,2,3,3,1,3,5,0.0,14,15,15
130,GP,F,18,U,GT3,T,1,1,at_home,services,course,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,4,4,2,1,1,5,1.0,11,12,12
131,MS,F,16,U,LE3,A,1,2,at_home,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,4,5,6.0,15,15,16
132,GP,M,18,U,GT3,T,2,2,services,other,course,mother,2,3,0,yes,yes,no,no,yes,yes,yes,yes,4,2,2,1,1,3,0.0,11,11,10
133,GP,F,18,U,LE3,T,2,3,other,at_home,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,1,5,1.0,12,13,13
134,GP,M,19,U,GT3,T,4,3,other,other,reputation,other,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,5,5,3,5,11.0,9,10,11
135,GP,M,17,U,GT3,T,1,1,at_home,other,home,mother,1,3,0,yes,no,no,yes,yes,yes,yes,no,5,5,3,1,3,4,0.0,12,13,14
136,GP,F,17,U,LE3,T,4,4,services,other,reputation,father,1,1,0,yes,no,no,yes,no,yes,yes,no,3,3,3,1,1,4,0.0,12,15,15
137,GP,F,18,R,LE3,T,4,1,health,other,home,mother,2,1,0,no,yes,no,yes,yes,yes,yes,yes,2,3,3,1,4,5,7.0,12,11,11
138,MS,F,16,R,GT3,T,4,4,services,services,course,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,2,3,1,5.0,12,13,14
139,MS,F,16,U,LE3,T,4,4,health,services,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,no,1,2,4,2,1,2,0.0,11,12,12
140,GP,M,15,U,GT3,T,3,1,other,at_home,home,mother,1,2,0,yes,no,no,yes,yes,yes,yes,no,4,3,3,1,3,2,1.0,9,10,11
141,GP,M,17,R,GT3,T,2,2,other,services,reputation,mother,2,2,0,yes,yes,yes,no,no,yes,no,no,4,3,4,1,1,3,2.0,9,10,10
142,MS,M,18,R,GT3,T,3,3,at_home,other,other,mother,3,2,1,yes,no,no,no,yes,yes,yes,no,4,3,5,2,2,1,0.0,5,8,0
143,GP,M,15,U,LE3,T,1,1,other,services,reputation,mother,3,3,0,yes,no,no,yes,yes,yes,yes,no,5,3,3,1,1,5,2.0,11,12,12
144,GP,M,18,U,LE3,T,2,1,other,services,course,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,3,1,3,3,21.0,11,9,10
145,GP,M,18,U,GT3,T,2,2,services,other,course,other,2,2,0,yes,yes,no,yes,yes,yes,yes,no,4,3,3,1,4,4,10.0,12,12,15
146,MS,F,17,U,GT3,T,2,2,other,services,course,mother,1,1,3,no,no,no,no,no,yes,yes,no,1,1,1,1,4,4,1.0,7,6,8
147,GP,F,18,R,GT3,A,2,2,services,services,course,mother,2,2,0,no,yes,no,yes,no,yes,yes,no,2,4,4,1,1,4,5.0,17,18,18
148,GP,M,15,U,GT3,T,4,4,at_home,health,reputation,father,1,2,0,yes,no,no,yes,no,yes,yes,no,5,4,4,1,1,5,5.0,10,9,11
149,GP,M,17,U,GT3,T,3,3,services,other,home,mother,1,2,1,yes,no,no,yes,yes,yes,yes,no,5,2,4,1,2,3,8.0,9,10,10
150,GP,M,17,U,GT3,T,1,3,other,other,home,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,5,3,3,2,1,5,1.0,14,13,14
151,GP,F,18,R,LE3,T,4,4,health,other,course,father,1,2,2,no,no,no,yes,no,yes,yes,no,4,2,2,1,3,2,2.0,9,11,12
152,GP,F,16,U,GT3,T,4,2,other,other,home,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,3,2,4,2,1,3,2.0,12,11,12
153,GP,M,17,U,GT3,T,1,1,other,other,course,mother,1,1,0,yes,no,no,yes,yes,yes,yes,no,5,3,4,2,1,5,1.0,8,10,10
154,GP,M,17,U,LE3,T,4,4,teacher,other,home,mother,1,4,1,yes,no,no,no,yes,yes,yes,yes,4,1,5,1,5,5,3.0,12,10,11
155,GP,M,17,R,GT3,T,3,3,other,services,other,mother,2,1,0,yes,yes,no,yes,yes,yes,yes,yes,4,3,4,2,2,5,1.0,11,11,12
156,GP,F,16,U,GT3,T,2,3,other,other,home,mother,1,2,1,yes,no,no,yes,no,yes,yes,no,5,2,5,1,1,5,0.0,10,9,10
157,GP,F,16,U,GT3,T,2,2,services,other,course,father,2,2,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,1,3,11.0,10,9,12
158,GP,M,18,R,GT3,T,3,3,other,services,course,mother,1,2,0,yes,no,no,no,yes,yes,yes,yes,4,1,3,1,2,5,1.0,14,15,17
159,GP,F,18,U,GT3,T,2,2,services,other,home,mother,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,5,1,1,5,8.0,12,11,11
160,GP,F,16,U,LE3,T,3,4,services,other,course,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,4,5,5,2,1,4,2.0,12,13,13
161,MS,F,18,U,LE3,A,2,1,at_home,other,course,other,1,1,3,no,no,no,no,no,yes,no,yes,3,3,3,1,1,1,9.0,8,8,9
162,GP,F,17,R,LE3,T,3,1,services,other,home,mother,2,1,1,no,yes,yes,yes,yes,yes,no,yes,5,3,5,1,1,5,6.0,14,13,13
163,GP,F,16,U,GT3,T,2,1,other,other,reputation,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,4,3,2,1,5,4.0,11,12,13
164,GP,M,17,U,GT3,T,2,2,services,services,reputation,mother,2,1,0,yes,no,no,yes,yes,yes,yes,no,3,3,4,1,1,1,4.0,13,14,15
165,GP,M,18,U,GT3,T,2,2,other,services,home,other,2,2,2,yes,no,no,yes,yes,yes,yes,yes,4,3,3,1,1,3,4.0,7,5,0
166,GP,F,16,U,GT3,T,3,4,at_home,other,course,mother,1,4,0,no,yes,no,no,yes,yes,yes,yes,3,1,4,3,3,5,5.0,8,8,10
167,GP,F,16,R,LE3,T,4,1,other,other,home,other,2,2,0,yes,no,no,no,yes,yes,yes,yes,4,5,4,1,2,4,5.0,12,11,12
168,GP,F,17,U,LE3,T,1,1,at_home,other,other,mother,3,2,0,no,yes,no,yes,yes,yes,yes,yes,4,2,1,2,1,3,4.0,11,12,12
169,GP,F,16,U,GT3,T,2,1,services,other,home,father,1,3,0,yes,yes,no,no,yes,yes,yes,no,3,1,3,3,4,1,8.0,16,16,17
170,GP,F,18,U,GT3,T,2,1,other,other,course,mother,2,4,0,yes,yes,no,yes,no,yes,no,yes,4,3,2,1,2,3,11.0,12,11,12
171,MS,M,18,U,GT3,A,4,3,health,other,other,mother,1,3,0,yes,no,no,no,yes,no,no,yes,4,5,4,1,1,3,13.0,10,9,12
